source	metaedge	target
Anatomy::UBERON:0002367	AuG	Gene::22909
Anatomy::UBERON:0000057	AuG	Gene::6372
Anatomy::UBERON:0000473	AuG	Gene::29901
Anatomy::UBERON:0000992	AuG	Gene::81558
Anatomy::UBERON:0002185	AuG	Gene::7412
Anatomy::UBERON:0002030	AuG	Gene::168455
Anatomy::UBERON:0000955	AuG	Gene::64405
Anatomy::UBERON:0001891	AuG	Gene::10814
Anatomy::UBERON:0000029	AuG	Gene::64900
Anatomy::UBERON:0000995	AuG	Gene::6399
Anatomy::UBERON:0001295	AuG	Gene::2159
Anatomy::UBERON:0000996	AuG	Gene::23654
Anatomy::UBERON:0002369	AuG	Gene::4478
Anatomy::UBERON:0001891	AuG	Gene::339745
Anatomy::UBERON:0002369	AuG	Gene::10570
Anatomy::UBERON:0000007	AuG	Gene::64943
Anatomy::UBERON:0002240	AuG	Gene::1298
Anatomy::UBERON:0001891	AuG	Gene::23287
Anatomy::UBERON:0000473	AuG	Gene::161582
Anatomy::UBERON:0002107	AuG	Gene::55144
Anatomy::UBERON:0002185	AuG	Gene::85379
Anatomy::UBERON:0000057	AuG	Gene::3600
Anatomy::UBERON:0000178	AuG	Gene::80853
Anatomy::UBERON:0000029	AuG	Gene::84285
Anatomy::UBERON:0000007	AuG	Gene::11284
Anatomy::UBERON:0001295	AuG	Gene::54874
Anatomy::UBERON:0001235	AuG	Gene::57205
Anatomy::UBERON:0001135	AuG	Gene::51727
Anatomy::UBERON:0000948	AuG	Gene::9710
Anatomy::UBERON:0000948	AuG	Gene::333926
Anatomy::UBERON:0001013	AuG	Gene::7855
Anatomy::UBERON:0002082	AuG	Gene::6247
Anatomy::UBERON:0002048	AuG	Gene::4088
Anatomy::UBERON:0000473	AuG	Gene::22832
Anatomy::UBERON:0000955	AuG	Gene::57687
Anatomy::UBERON:0002240	AuG	Gene::6936
Anatomy::UBERON:0002082	AuG	Gene::57115
