source	metaedge	target
Gene::1104	GiG	Gene::8365
Gene::6152	GiG	Gene::8087
Gene::595	GiG	Gene::8202
Gene::10921	GiG	Gene::80232
Gene::7316	GiG	Gene::261734
Gene::22992	GiG	Gene::57473
Gene::5578	GiG	Gene::8682
Gene::81704	GiG	Gene::90390
Gene::7329	GiG	Gene::8360
Gene::377	GiG	Gene::23647
Gene::2099	GiG	Gene::4174
Gene::1938	GiG	Gene::8266
Gene::8480	GiG	Gene::25865
Gene::5597	GiG	Gene::8715
Gene::10430	GiG	Gene::90993
Gene::3676	GiG	Gene::10963
Gene::5499	GiG	Gene::6500
Gene::6207	GiG	Gene::23450
Gene::55093	GiG	Gene::55663
Gene::2157	GiG	Gene::29979
Gene::1453	GiG	Gene::55861
Gene::775	GiG	Gene::801
Gene::9295	GiG	Gene::22827
Gene::7316	GiG	Gene::54952
Gene::2959	GiG	Gene::2963
Gene::2810	GiG	Gene::23677
Gene::11262	GiG	Gene::22933
Gene::6222	GiG	Gene::79084
Gene::1017	GiG	Gene::8370
Gene::10642	GiG	Gene::24140
Gene::9491	GiG	Gene::57144
Gene::6184	GiG	Gene::29978
Gene::4193	GiG	Gene::24148
Gene::10857	GiG	Gene::654364
Gene::5896	GiG	Gene::8362
Gene::2261	GiG	Gene::79866
Gene::9775	GiG	Gene::51362
Gene::3185	GiG	Gene::23107
Gene::51213	GiG	Gene::55758
Gene::4188	GiG	Gene::9422
Gene::7316	GiG	Gene::54662
Gene::1277	GiG	Gene::4318
Gene::403	GiG	Gene::23568
Gene::801	GiG	Gene::23643
Gene::7428	GiG	Gene::51021
Gene::27005	GiG	Gene::57646
Gene::5929	GiG	Gene::57805
Gene::6599	GiG	Gene::29117
Gene::6638	GiG	Gene::55183
Gene::409	GiG	Gene::829
Gene::6427	GiG	Gene::9169
Gene::1749	GiG	Gene::23013
Gene::207	GiG	Gene::4296
Gene::2674	GiG	Gene::8717
Gene::26009	GiG	Gene::220108
Gene::5264	GiG	Gene::23305
Gene::4780	GiG	Gene::9451
Gene::3326	GiG	Gene::6223
Gene::4691	GiG	Gene::53981
Gene::818	GiG	Gene::5331
Gene::7046	GiG	Gene::55339
Gene::1991	GiG	Gene::1992
Gene::1147	GiG	Gene::1410
Gene::2788	GiG	Gene::4356
Gene::4174	GiG	Gene::4998
Gene::5069	GiG	Gene::6498
Gene::6925	GiG	Gene::29948
Gene::10528	GiG	Gene::10987
Gene::5976	GiG	Gene::6129
Gene::3192	GiG	Gene::10992
Gene::5077	GiG	Gene::10519
Gene::7316	GiG	Gene::57703
Gene::825	GiG	Gene::4604
Gene::5473	GiG	Gene::5604
Gene::142	GiG	Gene::6047
Gene::81669	GiG	Gene::728642
Gene::5966	GiG	Gene::8576
Gene::57602	GiG	Gene::79902
Gene::1645	GiG	Gene::5774
Gene::7316	GiG	Gene::7458
Gene::10193	GiG	Gene::57448
Gene::7316	GiG	Gene::10713
Gene::5928	GiG	Gene::6598
Gene::2776	GiG	Gene::6004
Gene::5564	GiG	Gene::9341
Gene::3973	GiG	Gene::9368
Gene::6745	GiG	Gene::10813
Gene::6311	GiG	Gene::8031
Gene::1837	GiG	Gene::54212
Gene::5601	GiG	Gene::10262
Gene::7316	GiG	Gene::8726
Gene::51377	GiG	Gene::57159
Gene::3304	GiG	Gene::23645
Gene::5970	GiG	Gene::6880
Gene::462	GiG	Gene::5653
Gene::8945	GiG	Gene::23379
Gene::7161	GiG	Gene::10128
Gene::5695	GiG	Gene::5696
Gene::4681	GiG	Gene::83637
Gene::627	GiG	Gene::192669
Gene::4026	GiG	Gene::7408
Gene::10482	GiG	Gene::55832
Gene::5007	GiG	Gene::7316
Gene::2785	GiG	Gene::59345
Gene::2992	GiG	Gene::5563
Gene::3106	GiG	Gene::5516
Gene::4738	GiG	Gene::6137
Gene::4904	GiG	Gene::5885
Gene::10642	GiG	Gene::51202
Gene::2064	GiG	Gene::23542
Gene::8359	GiG	Gene::8453
Gene::1147	GiG	Gene::26993
Gene::27343	GiG	Gene::123722
Gene::213	GiG	Gene::2155
Gene::7316	GiG	Gene::10643
Gene::9958	GiG	Gene::57154
Gene::8517	GiG	Gene::23039
Gene::6141	GiG	Gene::23020
Gene::51547	GiG	Gene::55699
Gene::351	GiG	Gene::170062
Gene::4790	GiG	Gene::8648
Gene::2885	GiG	Gene::92799
Gene::1974	GiG	Gene::1981
Gene::1270	GiG	Gene::7205
Gene::1108	GiG	Gene::2033
Gene::4292	GiG	Gene::10551
Gene::351	GiG	Gene::27429
Gene::7189	GiG	Gene::9921
Gene::89	GiG	Gene::51225
Gene::9276	GiG	Gene::11316
Gene::163	GiG	Gene::1173
Gene::5936	GiG	Gene::10419
Gene::2099	GiG	Gene::8861
Gene::9367	GiG	Gene::23207
Gene::3954	GiG	Gene::4163
Gene::1665	GiG	Gene::64969
Gene::983	GiG	Gene::9212
Gene::1982	GiG	Gene::373156
Gene::204	GiG	Gene::7316
Gene::6672	GiG	Gene::10951
Gene::23013	GiG	Gene::51547
Gene::23001	GiG	Gene::56658
Gene::7428	GiG	Gene::8346
Gene::896	GiG	Gene::10270
Gene::6613	GiG	Gene::55651
Gene::2058	GiG	Gene::6207
Gene::2305	GiG	Gene::3320
Gene::3320	GiG	Gene::55832
Gene::2326	GiG	Gene::9570
Gene::5042	GiG	Gene::6210
Gene::11065	GiG	Gene::29945
Gene::5250	GiG	Gene::11035
Gene::79088	GiG	Gene::80705
Gene::64750	GiG	Gene::135932
Gene::6203	GiG	Gene::10128
Gene::11072	GiG	Gene::51377
Gene::23399	GiG	Gene::255919
Gene::8332	GiG	Gene::8454
Gene::3633	GiG	Gene::7316
Gene::4140	GiG	Gene::7529
Gene::2597	GiG	Gene::8668
Gene::8237	GiG	Gene::51547
Gene::6629	GiG	Gene::23451
Gene::2885	GiG	Gene::26227
Gene::2963	GiG	Gene::7018
Gene::6193	GiG	Gene::9020
Gene::5127	GiG	Gene::8851
Gene::22930	GiG	Gene::373156
Gene::79026	GiG	Gene::79666
Gene::1540	GiG	Gene::7846
Gene::6919	GiG	Gene::386675
Gene::1665	GiG	Gene::10181
Gene::71	GiG	Gene::7429
Gene::2885	GiG	Gene::8366
Gene::2134	GiG	Gene::195814
Gene::2100	GiG	Gene::3275
Gene::2885	GiG	Gene::3563
Gene::2099	GiG	Gene::10096
Gene::8771	GiG	Gene::386682
Gene::5970	GiG	Gene::11065
Gene::1808	GiG	Gene::5338
Gene::2569	GiG	Gene::5592
Gene::581	GiG	Gene::51100
Gene::2010	GiG	Gene::64395
Gene::808	GiG	Gene::9482
Gene::3064	GiG	Gene::5295
Gene::10014	GiG	Gene::55806
Gene::3956	GiG	Gene::7412
Gene::26073	GiG	Gene::51455
Gene::5875	GiG	Gene::7316
Gene::5501	GiG	Gene::170954
Gene::6733	GiG	Gene::6949
Gene::4683	GiG	Gene::9025
Gene::9401	GiG	Gene::23304
Gene::5573	GiG	Gene::60491
Gene::6159	GiG	Gene::6160
Gene::10241	GiG	Gene::79696
Gene::3551	GiG	Gene::8837
Gene::5347	GiG	Gene::5744
Gene::5906	GiG	Gene::22821
Gene::4283	GiG	Gene::6440
Gene::7718	GiG	Gene::11143
Gene::2195	GiG	Gene::7316
Gene::1017	GiG	Gene::6201
Gene::23099	GiG	Gene::148281
Gene::3320	GiG	Gene::153769
Gene::3735	GiG	Gene::10987
Gene::7341	GiG	Gene::8607
Gene::7311	GiG	Gene::84246
Gene::1875	GiG	Gene::7027
Gene::808	GiG	Gene::4650
Gene::8480	GiG	Gene::81557
Gene::3784	GiG	Gene::5700
Gene::8370	GiG	Gene::8453
Gene::7316	GiG	Gene::399664
Gene::10987	GiG	Gene::22907
Gene::4068	GiG	Gene::114836
Gene::22919	GiG	Gene::441273
Gene::213	GiG	Gene::11155
Gene::2975	GiG	Gene::4103
Gene::8021	GiG	Gene::9768
Gene::7316	GiG	Gene::257218
Gene::11218	GiG	Gene::27161
Gene::5910	GiG	Gene::58473
Gene::1793	GiG	Gene::81631
Gene::6129	GiG	Gene::9040
Gene::2099	GiG	Gene::5339
Gene::4214	GiG	Gene::4839
Gene::55357	GiG	Gene::84557
Gene::5733	GiG	Gene::10253
Gene::2353	GiG	Gene::10600
Gene::1938	GiG	Gene::6188
Gene::4487	GiG	Gene::6000
Gene::10949	GiG	Gene::55832
Gene::6880	GiG	Gene::84060
Gene::7336	GiG	Gene::55791
Gene::7528	GiG	Gene::10252
Gene::3838	GiG	Gene::9961
Gene::38	GiG	Gene::189
Gene::5925	GiG	Gene::8507
Gene::660	GiG	Gene::11099
Gene::90	GiG	Gene::8848
Gene::1398	GiG	Gene::6464
Gene::801	GiG	Gene::29970
Gene::64147	GiG	Gene::80258
Gene::4173	GiG	Gene::84515
Gene::5664	GiG	Gene::54536
Gene::10011	GiG	Gene::23013
Gene::8841	GiG	Gene::23253
Gene::4751	GiG	Gene::8379
Gene::6144	GiG	Gene::6159
Gene::119	GiG	Gene::22895
Gene::2801	GiG	Gene::79165
Gene::5501	GiG	Gene::127544
Gene::9146	GiG	Gene::27043
Gene::1956	GiG	Gene::10015
Gene::51691	GiG	Gene::55793
Gene::1017	GiG	Gene::4809
Gene::9444	GiG	Gene::11030
Gene::2870	GiG	Gene::11098
Gene::4102	GiG	Gene::7316
Gene::1962	GiG	Gene::84445
Gene::3856	GiG	Gene::6613
Gene::3832	GiG	Gene::56257
Gene::6925	GiG	Gene::26003
Gene::8453	GiG	Gene::10444
Gene::8452	GiG	Gene::51260
Gene::9472	GiG	Gene::84062
Gene::6256	GiG	Gene::7083
Gene::2735	GiG	Gene::3066
Gene::7316	GiG	Gene::9885
Gene::5687	GiG	Gene::5688
Gene::2869	GiG	Gene::55291
Gene::324	GiG	Gene::7594
Gene::387	GiG	Gene::3350
Gene::29108	GiG	Gene::152138
Gene::2176	GiG	Gene::2188
Gene::7341	GiG	Gene::54443
Gene::1107	GiG	Gene::4602
Gene::585	GiG	Gene::1639
Gene::8355	GiG	Gene::23286
Gene::567	GiG	Gene::55957
Gene::9567	GiG	Gene::10987
Gene::6613	GiG	Gene::26135
Gene::8243	GiG	Gene::8480
Gene::10728	GiG	Gene::23607
Gene::1230	GiG	Gene::414062
Gene::2926	GiG	Gene::8452
Gene::4215	GiG	Gene::8266
Gene::4089	GiG	Gene::4855
Gene::310	GiG	Gene::11161
Gene::2152	GiG	Gene::2316
Gene::999	GiG	Gene::10109
Gene::6667	GiG	Gene::7704
Gene::10488	GiG	Gene::23480
Gene::2130	GiG	Gene::5093
Gene::1410	GiG	Gene::9531
Gene::6093	GiG	Gene::7251
Gene::1027	GiG	Gene::1163
Gene::51547	GiG	Gene::65083
Gene::6129	GiG	Gene::9533
Gene::23299	GiG	Gene::284086
Gene::1813	GiG	Gene::2771
Gene::10025	GiG	Gene::51003
Gene::6477	GiG	Gene::7329
Gene::7185	GiG	Gene::84707
Gene::6337	GiG	Gene::27230
Gene::5564	GiG	Gene::6727
Gene::56852	GiG	Gene::84250
Gene::7316	GiG	Gene::125988
Gene::117	GiG	Gene::808
Gene::10869	GiG	Gene::85440
Gene::6606	GiG	Gene::84942
Gene::10445	GiG	Gene::10856
Gene::9869	GiG	Gene::23309
Gene::51147	GiG	Gene::89797
Gene::5515	GiG	Gene::5529
Gene::6717	GiG	Gene::9768
Gene::5879	GiG	Gene::9912
Gene::6176	GiG	Gene::6613
Gene::2099	GiG	Gene::6498
Gene::7316	GiG	Gene::22916
Gene::2483	GiG	Gene::7316
Gene::8291	GiG	Gene::8736
Gene::6134	GiG	Gene::10987
Gene::8175	GiG	Gene::10084
Gene::4942	GiG	Gene::7189
Gene::8314	GiG	Gene::8338
Gene::4103	GiG	Gene::140691
Gene::351	GiG	Gene::6208
Gene::657	GiG	Gene::10262
Gene::4174	GiG	Gene::5708
Gene::3486	GiG	Gene::3818
Gene::8976	GiG	Gene::10097
Gene::7311	GiG	Gene::23586
Gene::1213	GiG	Gene::5829
Gene::2597	GiG	Gene::7013
Gene::596	GiG	Gene::83985
Gene::1571	GiG	Gene::7316
Gene::4088	GiG	Gene::9110
Gene::595	GiG	Gene::26259
Gene::6132	GiG	Gene::23345
Gene::7334	GiG	Gene::142678
Gene::7316	GiG	Gene::55339
Gene::7316	GiG	Gene::55839
Gene::292	GiG	Gene::5976
Gene::1933	GiG	Gene::4637
Gene::8335	GiG	Gene::8454
Gene::1452	GiG	Gene::4775
Gene::3881	GiG	Gene::55698
Gene::8202	GiG	Gene::8364
Gene::8848	GiG	Gene::58508
Gene::7189	GiG	Gene::8607
Gene::83878	GiG	Gene::125115
Gene::351	GiG	Gene::3437
Gene::2099	GiG	Gene::6230
Gene::7316	GiG	Gene::54849
Gene::23549	GiG	Gene::51497
Gene::3692	GiG	Gene::10598
Gene::1130	GiG	Gene::25925
Gene::7316	GiG	Gene::81573
Gene::3329	GiG	Gene::4637
Gene::1796	GiG	Gene::9448
Gene::6188	GiG	Gene::64969
Gene::5597	GiG	Gene::9124
Gene::11060	GiG	Gene::23559
Gene::2547	GiG	Gene::23199
Gene::23243	GiG	Gene::23291
Gene::3801	GiG	Gene::9099
Gene::9684	GiG	Gene::10980
Gene::2767	GiG	Gene::6915
Gene::3838	GiG	Gene::5324
Gene::6613	GiG	Gene::9118
Gene::7316	GiG	Gene::10040
Gene::7014	GiG	Gene::124790
Gene::22827	GiG	Gene::60528
Gene::2182	GiG	Gene::7534
Gene::2647	GiG	Gene::4704
Gene::6122	GiG	Gene::6194
Gene::5499	GiG	Gene::80335
Gene::57799	GiG	Gene::114034
Gene::7157	GiG	Gene::7341
Gene::6881	GiG	Gene::23450
Gene::1819	GiG	Gene::4149
Gene::8202	GiG	Gene::8367
Gene::11124	GiG	Gene::79577
Gene::408	GiG	Gene::3061
Gene::2033	GiG	Gene::54442
Gene::11124	GiG	Gene::84164
Gene::4609	GiG	Gene::7150
Gene::701	GiG	Gene::9183
Gene::373	GiG	Gene::27129
